Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Antonette Burton,African-American,female,1.0,USA,37.0,94587,5,3.74,0.68,9.5,4.02,11.2,0.0,30.0,7.0,2.91,2.63,-0.95,-1.65,5.19,Engineering,None,Good,1.0,0.0,0.0
Angelica Usry,Other,female,0.0,USA,31.0,94403,1,2.1,-0.04,2.0,1.01,1.14,0.0,26.0,5.5,2.34,2.08,-0.69,-0.72,6.25,Engineering,None,Bad,0.0,1.0,1.0
Norma Moore,Caucasian,female,0.0,USA,22.0,94566,2,3.36,0.3,1.0,1.86,5.0,0.0,35.0,2.0,-0.54,0.0,-4.72,-4.02,2.25,Engineering,Ok,Bad,0.0,0.0,0.0
Robyn Hawkins,Caucasian,female,0.0,USA,27.0,94402,1,2.91,0.46,1.0,1.98,4.17,0.0,28.0,1.5,-1.56,2.69,0.11,0.49,7.99,Engineering,None,Good,0.0,0.0,1.0
Guy Goyne,Hispanic,male,0.0,Mexico,23.0,94707,2,3.32,0.94,1.0,3.66,10.629999999999999,1.0,60.0,1.0,-2.33,1.5,-1.06,-1.82,4.47,Quantitative,None,Good,0.0,0.0,0.0
Carol Bailey,Asian,female,0.0,China,26.0,94403,1,3.53,0.38,1.0,2.73,7.13,0.0,26.0,5.5,1.83,2.4,0.47,1.73,9.48,Engineering,Ok,Bad,0.0,0.0,0.0
Leota Vega,Hispanic,female,0.0,USA,30.0,94043,2,2.73,0.16,3.0,1.8,4.279999999999999,0.0,7.0,6.5,2.42,1.04,-2.07,-1.98,4.67,Engineering,Very Good,Bad,0.0,0.0,0.0
Sharon Foster,African-American,female,2.0,USA,33.0,94801,4,3.61,0.26,7.0,3.83,11.27,0.0,63.0,0.0,-2.66,0.0,-4.3,-3.97,2.12,Engineering,Very Good,Good,1.0,0.0,0.0
Esther Mahoney,African-American,female,0.0,USA,25.0,94588,3,2.72,0.34,3.0,2.64,6.9399999999999995,1.0,36.0,1.0,-1.98,2.18,1.8,2.43,9.96,Quantitative,Very Good,Bad,0.0,0.0,0.0
Kenneth Casares,Caucasian,male,1.0,Australia,33.0,94903,5,2.95,0.32,7.0,3.46,12.97,0.0,70.0,0.0,-2.34,2.63,1.64,0.85,7.8,Quantitative,Very Good,Good,1.0,0.0,0.0
Denise Cola,Other,female,2.0,China,29.0,94022,4,3.2,0.42,4.5,3.5,11.280000000000001,0.0,13.0,1.0,-2.05,1.0,-1.06,-2.11,3.93,Humanities,Very Good,Good,0.0,0.0,0.0
Nettie Sorbo,Asian,female,0.0,Canada,35.0,94105,4,3.67,0.42,5.0,2.79,8.290000000000001,0.0,45.0,5.5,2.25,0.48,-2.68,-1.96,4.8,Engineering,Ok,Good,0.0,0.0,0.0
Elmer Davis,Caucasian,male,1.0,USA,30.0,94105,3,3.45,0.56,5.0,3.98,12.56,3.0,45.0,0.0,-0.92,4.32,2.95,1.64,8.82,Engineering,Very Good,Good,0.0,0.0,0.0
Warren Patterson,Hispanic,male,1.0,USA,26.0,94525,1,2.49,0.38,0.5,2.07,5.29,0.0,64.0,4.5,1.17,1.8,-0.92,-0.19,7.18,Engineering,Ok,Good,0.0,1.0,1.0
June Nunez,Other,female,2.0,USA,41.0,94087,4,3.1,0.44,8.5,4.5,13.73,4.0,12.0,7.5,3.88,2.81,1.31,1.21,8.5,Quantitative,Very Good,Good,1.0,0.0,0.0
Karen Smith,African-American,female,0.0,USA,29.0,94707,3,2.36,0.34,7.0,3.11,7.800000000000002,0.0,60.0,3.0,-0.21999999999999997,0.0,-3.84,-2.96,3.41,Quantitative,Ok,Good,0.0,0.0,0.0
Arthur Koziol,Caucasian,male,1.0,Canada,30.0,94510,4,3.28,0.3,4.0,2.8,10.29,1.5,69.0,0.0,-1.91,5.43,7.82,7.52,16.11,Quantitative,Ok,Good,0.0,0.0,0.0
Sallie Owens,Caucasian,female,0.0,USA,26.0,94301,1,2.66,0.3,1.5,2.65,5.63,0.0,17.0,4.5,0.29,0.0,-4.42,-4.58,1.16,Engineering,None,Bad,0.0,1.0,0.0
Sofia Grossmann,Caucasian,female,0.0,USA,27.0,94040,1,2.7,0.4,2.5,2.44,3.66,0.0,2.0,5.0,0.1,3.34,2.54,3.57,11.84,Engineering,None,Good,0.0,0.0,0.0
John Johnson,Caucasian,male,0.0,Canada,32.0,94040,4,2.56,0.06,6.0,2.39,9.65,0.0,2.0,4.0,-0.53,2.75,2.37,2.89,10.53,Engineering,None,Bad,0.0,0.0,0.0
Steven Wilcox,Caucasian,male,2.0,USA,37.0,94595,4,2.8,0.62,7.0,3.7,12.07,5.0,56.0,2.5,2.45,3.35,3.7,3.7,11.42,Quantitative,Very Good,Good,0.0,0.0,0.0
Wes Shults,Other,male,0.0,USA,27.0,94595,4,3.12,0.6,2.5,3.13,11.26,1.0,56.0,0.5,-2.19,3.4,2.74,2.31,9.64,Quantitative,None,Good,0.0,0.0,0.0
Gary Sherman,Caucasian,male,2.0,Australia,27.0,95002,4,3.27,0.74,3.0,3.82,13.2,0.0,15.0,2.0,-0.05,1.29,-1.1,-0.72,6.2,Engineering,Ok,Good,1.0,0.0,0.0
Jose Kimball,African-American,male,0.0,USA,34.0,95134,3,3.13,0.18,4.0,2.38,7.69,3.0,16.0,6.0,1.87,1.65,0.18,1.35,8.85,Engineering,None,Bad,0.0,0.0,0.0
Mabelle Bailey,Hispanic,female,0.0,USA,32.0,94591,1,3.05,0.14,6.0,2.49,4.3,0.0,74.0,0.0,-4.51,3.63,2.84,1.11,7.97,Engineering,Ok,Bad,0.0,1.0,0.0
Karen Morgan,Caucasian,female,0.0,USA,24.0,94028,4,2.79,0.22,1.5,1.6,5.95,0.0,23.0,0.0,-3.48,1.65,-0.56,-1.27,5.27,Engineering,None,Bad,0.0,0.0,0.0
Dennis Espinoza,Caucasian,male,0.0,USA,33.0,95002,3,3.29,0.44,5.0,2.9,8.77,0.0,14.0,7.0,3.5,4.49,3.74,3.3,11.17,Quantitative,None,Good,0.0,1.0,0.0
Ron Fincher,Caucasian,male,0.0,USA,31.0,94085,4,3.18,0.62,5.0,3.14,10.69,0.0,8.0,5.0,-0.28,0.76,-3.2,-2.75,3.82,Engineering,None,Good,0.0,0.0,0.0
Willie Rojas,Caucasian,male,2.0,Canada,36.0,94566,5,3.72,0.44,9.0,4.74,17.759999999999998,0.0,35.0,4.5,1.26,1.52,-1.26,-0.56,6.58,Sciences,Ok,Good,1.0,0.0,0.0
Gregory Hetzler,Caucasian,male,0.0,USA,35.0,94109,1,3.07,0.24,1.0,1.97,4.29,0.0,48.0,3.0,0.92,2.09,0.17,0.37,7.46,Engineering,None,Good,0.0,1.0,1.0
Ted Watkins,Caucasian,male,0.0,USA,33.0,94070,1,2.11,0.22,2.0,1.79,4.71,2.0,27.0,5.0,1.05,4.87,5.34,5.8,14.4,Engineering,Ok,Bad,0.0,0.0,0.0
Clarence Trudeau,Caucasian,male,0.0,Australia,30.0,94707,1,2.96,0.84,3.0,2.89,6.84,0.0,61.0,2.0,1.2,2.62,2.15,1.69,8.79,Engineering,Ok,Good,0.0,1.0,0.0
Mary Anderson,Caucasian,female,0.0,USA,32.0,94709,4,2.19,0.3,7.0,2.56,7.329999999999999,0.0,59.0,1.0,-2.41,1.31,-0.85,-0.21,6.81,Engineering,None,Good,1.0,0.0,0.0
James Clark,Caucasian,male,2.0,Australia,30.0,94043,3,3.13,0.36,5.0,2.77,9.01,0.0,5.0,2.5,-2.29,1.68,-0.85,-1.24,5.37,Quantitative,Ok,Bad,0.0,0.0,0.0
Danny Newman,Caucasian,male,0.0,USA,34.0,94545,1,2.69,0.3,1.0,2.1,5.54,5.5,37.0,4.5,3.76,1.94,-0.99,-1.27,5.52,Engineering,None,Bad,0.0,1.0,1.0
Tom Pines,Caucasian,male,1.0,USA,26.0,94087,1,2.91,0.74,0.0,2.92,7.6,0.0,12.0,4.0,1.37,3.96,2.9,2.67,10.4,Engineering,None,Bad,0.0,0.0,0.0
Crystal Ross,Caucasian,female,2.0,Canada,30.0,94027,4,3.46,0.72,6.0,4.4,13.240000000000002,0.0,24.0,2.5,-0.84,2.79,2.49,1.65,8.6,Engineering,Ok,Good,1.0,0.0,0.0
Brandy Vang,African-American,female,2.0,USA,27.0,94509,5,3.34,0.5,3.5,3.17,10.35,0.0,71.0,0.0,-3.67,0.17,-2.4,-1.15,5.86,Quantitative,Very Good,Good,0.0,0.0,0.0
Arline Vasquez,African-American,female,2.0,Canada,29.0,94040,4,3.04,0.48,5.0,3.65,10.71,0.0,2.0,4.0,0.21999999999999997,2.81,0.28,-0.16,6.92,Quantitative,Very Good,Good,1.0,0.0,0.0
William Lackey,African-American,male,0.0,USA,26.0,94538,3,2.49,0.42,3.0,2.45,7.840000000000001,0.0,21.0,3.5,-0.44,3.22,3.95,3.71,11.21,Engineering,Ok,Bad,0.0,0.0,0.0
Roy Kirk,Hispanic,male,0.0,Mexico,33.0,94061,5,3.19,0.34,8.0,4.28,16.25,0.0,22.0,1.5,-1.83,2.37,0.34,0.41,7.62,Engineering,Ok,Good,0.0,0.0,0.0
Daniel Yeoman,Caucasian,male,0.0,USA,22.0,94027,1,2.12,0.34,-1.0,1.09,3.34,0.0,24.0,2.5,-1.57,2.65,1.36,1.56,9.04,Engineering,None,Good,1.0,0.0,0.0
Richard Graham,Caucasian,male,0.0,USA,33.0,94027,2,2.17,0.48,0.0,2.51,8.66,3.5,24.0,6.0,2.25,2.66,0.01,-0.38,6.59,Quantitative,None,Good,0.0,0.0,0.0
Jose Henry,African-American,male,2.0,USA,27.0,94040,5,2.98,0.54,4.0,3.01,10.329999999999998,0.0,2.0,3.0,-1.1099999999999999,2.75,1.36,0.99,8.13,Engineering,Ok,Good,0.0,0.0,0.0
Judith Flanigan,Caucasian,female,0.0,Canada,23.0,94569,3,2.33,0.26,3.0,1.8,5.739999999999999,0.0,68.0,1.5,-0.79,2.8,1.73,1.08,8.13,Quantitative,Very Good,Bad,0.0,1.0,0.0
Darren Ford,Asian,male,2.0,USA,30.0,94523,4,3.1,0.52,6.0,3.56,11.79,0.0,55.0,2.5,-0.1,3.33,3.2,3.53,11.34,Engineering,Ok,Good,0.0,0.0,1.0
Nichole Moran,Hispanic,female,1.0,USA,33.0,94085,1,3.13,0.18,4.0,2.79,6.24,0.0,10.0,6.0,1.5099999999999998,0.0,-4.39,-5.38,0.08,Quantitative,Ok,Good,0.0,0.0,0.0
Ruby Howard,Asian,female,2.0,USA,30.0,94707,5,3.41,0.46,3.0,3.14,11.3,0.0,61.0,1.0,-1.56,1.52,-2.14,-1.79,5.14,Engineering,Very Good,Good,0.0,0.0,0.0
Loretta Leigh,Caucasian,female,0.0,USA,22.0,94402,5,2.24,0.3,2.0,2.01,8.5,0.0,28.0,0.0,-4.4,1.43,-0.71,0.35,7.65,Humanities,Very Good,Bad,0.0,1.0,0.0
David Brown,Caucasian,male,0.0,USA,33.0,94109,4,2.96,0.46,5.0,3.0,10.33,5.5,48.0,4.5,3.47,2.11,1.57,0.72,7.45,Quantitative,Ok,Good,0.0,0.0,0.0
Janet Wallen,Caucasian,female,0.0,USA,24.0,94605,2,3.05,0.38,6.0,3.54,9.65,0.0,42.0,0.5,-2.0,4.49,5.99,5.33,13.25,Engineering,Ok,Good,0.0,0.0,0.0
Pamela Obrian,Caucasian,female,1.0,USA,32.0,94549,3,2.61,0.14,6.0,3.01,9.370000000000001,0.0,53.0,0.0,1.39,1.34,-1.85,-1.77,4.89,Engineering,Ok,Good,0.0,0.0,0.0
Anita Cooley,Caucasian,female,0.0,USA,36.0,94603,1,3.66,0.22,3.0,2.36,4.85,0.0,40.0,7.0,5.58,2.02,-0.11,-0.75,5.8,Quantitative,None,Bad,0.0,1.0,0.0
Janet Stoner,Caucasian,female,0.0,USA,24.0,94542,1,2.84,0.36,1.0,2.53,6.829999999999999,0.0,41.0,0.0,-6.06,1.96,-0.38,1.45,9.31,Quantitative,Ok,Bad,0.0,0.0,0.0
Marvin Harrington,Asian,male,0.0,USA,31.0,94087,1,2.93,0.44,4.0,3.42,9.29,0.0,12.0,3.5,0.22,2.88,1.53,1.42,8.69,Engineering,Very Good,Bad,0.0,1.0,0.0
Melissa Chong,Asian,female,0.0,USA,30.0,94121,1,3.6,0.38,1.5,3.14,6.22,0.0,54.0,0.0,-2.49,0.27,-3.43,-2.67,3.93,Engineering,Ok,Good,0.0,1.0,0.0
Trent Batie,Hispanic,male,2.0,Mexico,35.0,94539,5,3.4,0.44,7.0,3.55,11.44,0.0,25.0,7.5,2.93,2.15,0.43,-0.46,6.16,Engineering,Very Good,Good,0.0,0.0,0.0
Tony Bruce,Caucasian,male,0.0,Canada,30.0,94030,1,2.92,0.28,0.0,2.33,6.42,0.0,34.0,6.0,-0.13,1.99,1.63,2.43,9.89,Quantitative,None,Bad,0.0,1.0,0.0
Daniel Bendel,Caucasian,male,0.0,USA,31.0,94539,1,2.95,0.2,5.0,2.95,8.48,0.0,25.0,3.5,-0.22,3.21,2.11,2.09,9.56,Engineering,None,Bad,0.0,0.0,0.0
Elisabeth Dun,Asian,female,0.0,Canada,25.0,94544,1,3.14,0.3,0.0,1.67,3.8999999999999995,0.0,32.0,3.0,0.31,1.38,-1.09,-1.5,4.99,Quantitative,None,Good,0.0,0.0,0.0
Katie Mitchell,Asian,female,0.0,USA,25.0,94043,4,3.53,0.6,3.0,2.98,8.97,0.0,5.0,2.5,-0.91,2.46,0.86,-0.34,6.1,Engineering,Ok,Good,0.0,0.0,0.0
Miranda Mullin,Caucasian,female,0.0,USA,31.0,94121,3,2.08,0.4,2.5,2.32,7.429999999999999,0.0,54.0,2.5,0.37,2.97,1.55,0.97,8.16,Quantitative,None,Bad,1.0,1.0,0.0
Patrick Toher,Caucasian,male,1.0,USA,29.0,94538,2,2.88,0.28,4.0,2.75,8.71,0.0,21.0,3.0,-1.11,3.23,1.95,1.62,9.08,Engineering,None,Good,0.0,1.0,0.0
Prince Peters,Caucasian,male,0.0,USA,27.0,94085,3,2.92,0.26,5.0,2.8,9.2,0.0,10.0,1.5,-4.52,4.78,2.67,1.81,9.33,Quantitative,None,Bad,0.0,0.0,0.0
Antonio Sorensen,Caucasian,male,2.0,USA,35.0,94040,5,3.26,0.58,7.5,4.0,13.620000000000001,1.5,0.0,3.0,-0.18,1.47,-1.11,-2.38,3.7,Quantitative,Ok,Good,1.0,0.0,0.0
Roy Salem,Caucasian,male,2.0,USA,30.0,94038,5,3.19,0.54,6.0,3.52,13.870000000000001,0.0,57.0,3.0,1.12,1.73,-0.58,-1.07,5.54,Engineering,Very Good,Good,1.0,0.0,0.0
Susan Guidry,Asian,female,1.0,USA,29.0,94403,4,3.28,0.54,6.0,3.42,9.71,1.0,26.0,1.0,-2.25,0.77,-2.03,-1.88,4.59,Engineering,None,Good,0.0,0.0,0.0
Janice Fisher,Caucasian,female,0.0,Australia,30.0,94542,2,3.21,0.46,1.5,2.76,7.05,0.0,41.0,4.5,2.2,1.79,0.89,1.12,8.19,Quantitative,Ok,Bad,0.0,1.0,0.0
John Hursey,Caucasian,male,1.0,USA,37.0,94304,5,3.39,0.58,10.5,5.01,17.509999999999998,0.0,19.0,3.0,-4.37,1.38,-0.81,-1.06,5.65,Engineering,Very Good,Good,1.0,0.0,0.0
Debra Ballard,African-American,female,0.0,USA,31.0,94569,2,3.17,0.4,5.5,3.44,7.7200000000000015,0.0,68.0,0.5,-2.67,3.55,2.93,1.91,9.11,Engineering,None,Good,0.0,0.0,0.0
Roger Delo,Caucasian,male,0.0,USA,31.0,94603,1,3.64,0.56,4.0,3.83,10.64,0.0,40.0,0.0,-2.41,2.38,0.88,0.44,7.42,Quantitative,Ok,Good,0.0,0.0,0.0
Arthur Blocker,Caucasian,male,1.0,Australia,25.0,94085,1,3.02,0.34,0.5,1.63,2.5199999999999996,2.5,10.0,4.0,0.45,0.23,-3.7,-4.39,1.36,Quantitative,None,Bad,0.0,1.0,1.0
Charles Lavender,African-American,male,1.0,USA,32.0,94544,4,3.16,0.38,9.0,3.88,10.989999999999998,0.0,31.0,2.0,-1.0,1.67,-0.08,-0.89,5.53,Quantitative,Ok,Good,0.0,0.0,0.0
Lance Tilley,Caucasian,male,0.0,USA,34.0,94028,1,3.43,0.22,1.5,2.7,7.84,0.0,23.0,5.0,-1.36,0.63,-2.14,-1.28,5.58,Quantitative,Very Good,Bad,0.0,0.0,0.0
Carlos Hernandez,Caucasian,male,1.0,USA,28.0,94043,2,3.48,0.6,1.5,3.27,10.63,0.0,5.0,6.5,0.47,2.05,0.0,0.94,8.47,Engineering,None,Bad,0.0,1.0,0.0
Lorenza Baker,Caucasian,female,0.0,USA,28.0,94605,4,2.91,0.42,4.5,2.83,9.450000000000001,4.0,42.0,0.0,-0.02,0.6,-1.98,-2.22,3.93,Engineering,None,Good,0.0,0.0,0.0
Lawrence Vinson,Caucasian,male,2.0,USA,32.0,94025,5,2.99,0.54,6.0,4.0,14.440000000000001,0.0,20.0,5.5,0.45,1.44,0.84,2.0,9.53,Quantitative,Ok,Good,0.0,0.0,0.0
David Brewster,Hispanic,male,0.0,USA,31.0,95002,5,3.17,0.28,5.0,2.82,10.329999999999998,0.0,14.0,4.0,0.48,3.15,1.48,1.44,8.93,Quantitative,Very Good,Good,0.0,0.0,0.0
Nathan Voss,Hispanic,male,2.0,USA,37.0,94030,5,3.68,0.22,9.5,3.83,13.37,3.0,34.0,5.0,1.5299999999999998,0.81,-3.25,-2.87,3.69,Quantitative,Very Good,Good,1.0,0.0,1.0
Barbara Goforth,Asian,female,2.0,USA,35.0,94025,3,2.56,0.3,7.5,3.54,10.32,0.0,20.0,2.0,-0.73,3.32,2.88,2.66,10.2,Quantitative,Ok,Good,1.0,0.0,0.0
Adela Bean,Caucasian,female,0.0,USA,25.0,94010,3,2.24,0.32,2.5,2.36,7.89,0.0,33.0,4.0,0.49,4.22,3.65,2.49,9.93,None,None,Bad,0.0,0.0,0.0
Maria Anderson,Caucasian,female,0.0,USA,27.0,94010,2,2.98,0.5,2.0,2.81,7.21,0.0,33.0,1.0,-2.85,2.01,-1.1,-1.43,5.35,Quantitative,None,Bad,1.0,0.0,0.0
Nancy Medrano,Caucasian,female,1.0,USA,27.0,94010,2,3.13,0.7,0.0,3.55,11.040000000000001,0.0,33.0,3.0,0.47,2.21,-0.42,-0.03,7.21,Humanities,Ok,Good,0.0,0.0,0.0
James Kassab,African-American,male,0.0,USA,32.0,94025,4,3.23,0.64,7.5,3.3,9.41,0.0,20.0,1.0,-2.41,2.86,2.28,2.4,9.95,Humanities,Ok,Good,0.0,0.0,0.0
Marion Guinasso,Other,female,1.0,USA,32.0,95035,4,2.33,0.6,1.5,2.65,9.17,0.0,18.0,9.5,5.73,1.96,0.19,-0.12,6.68,Sciences,Very Good,Good,0.0,0.0,0.0
Willie Clark,Caucasian,male,1.0,USA,34.0,94121,1,2.02,-0.04,2.0,1.22,3.16,3.0,54.0,0.0,-0.61,2.01,-2.54,-3.13,3.43,Engineering,Very Good,Good,0.0,1.0,1.0
Jennifer Echols,Caucasian,female,2.0,USA,30.0,94578,5,3.27,0.18,6.0,3.52,12.21,0.0,39.0,2.0,1.17,1.28,-0.74,-0.24,6.81,Humanities,Very Good,Good,1.0,0.0,0.0
Jim Holley,Caucasian,male,1.0,USA,30.0,94019,1,2.99,0.6,3.0,3.21,8.94,0.0,46.0,2.5,-0.77,3.24,2.53,1.74,8.93,Quantitative,Very Good,Bad,0.0,0.0,0.0
Joseph Quillen,Asian,male,0.0,USA,28.0,94903,3,2.38,0.6,5.0,2.92,9.13,0.0,70.0,2.0,-0.79,0.0,-4.73,-4.91,0.82,Quantitative,None,Bad,0.0,0.0,0.0
Peter Robinson,Hispanic,male,0.0,Mexico,26.0,94587,3,2.41,0.36,4.5,2.5,7.660000000000001,0.0,30.0,2.5,-0.9,3.57,3.19,2.76,10.24,Quantitative,Ok,Bad,0.0,0.0,0.0
Dewey Giannakopoulo,Caucasian,male,0.0,USA,32.0,94085,1,3.15,0.34,1.5,2.03,5.23,0.0,8.0,5.0,-1.0,2.23,-1.39,-1.91,4.73,Humanities,None,Good,0.0,1.0,1.0
Mary Morris,Hispanic,female,1.0,Australia,27.0,95002,2,2.43,0.32,2.5,1.69,3.1399999999999997,0.0,15.0,4.0,0.040000000000000036,2.29,1.9,3.06,11.03,Engineering,None,Bad,0.0,1.0,1.0
Kip Smith,Caucasian,male,1.0,USA,31.0,94109,2,3.18,0.52,2.0,3.18,10.4,0.0,48.0,2.5,-0.54,1.74,-0.3,-0.65,6.13,Quantitative,Ok,Good,0.0,0.0,0.0
Rebecca Gooch,Caucasian,female,0.0,USA,33.0,94085,1,3.59,0.34,3.0,3.23,7.8,0.0,9.0,6.5,1.36,2.44,-0.1,0.27,7.66,Quantitative,None,Bad,0.0,1.0,0.0
Joanne Jenkins,Caucasian,female,0.0,USA,30.0,94040,4,2.68,0.58,4.0,2.88,9.14,1.5,1.0,2.5,-1.07,1.5,-0.78,-0.54,6.33,Quantitative,Very Good,Good,0.0,0.0,0.0
William Ramirez,Hispanic,male,0.0,USA,29.0,94564,3,2.23,0.24,3.0,1.58,5.47,1.5,62.0,1.5,-2.02,1.73,-0.77,-1.37,5.18,Sciences,None,Good,0.0,1.0,0.0
Martha Martindale,Asian,female,2.0,USA,28.0,94595,4,3.65,0.52,3.0,4.09,13.14,0.0,56.0,2.5,-0.32,1.15,-2.13,-0.8,6.55,Humanities,Very Good,Good,1.0,0.0,0.0
Herbert Anderson,Asian,male,0.0,USA,33.0,94585,3,3.45,0.46,4.0,3.04,9.26,0.0,97.0,3.5,0.91,2.4,0.29,0.19,7.24,Engineering,Ok,Good,0.0,0.0,0.0
Peter Kerr,Caucasian,male,1.0,USA,30.0,94542,2,3.48,0.22,4.5,3.27,10.11,0.0,41.0,0.0,-3.89,2.75,1.17,0.06,6.78,Engineering,Very Good,Good,1.0,0.0,0.0
Raymond Crim,Caucasian,male,0.0,USA,28.0,94544,1,2.51,0.34,-1.0,1.44,2.67,0.0,31.0,5.5,-1.47,1.66,-0.47,-0.42,6.49,Quantitative,None,Good,0.0,1.0,1.0
Ted Pontillo,Asian,male,2.0,USA,23.0,94014,3,3.26,0.72,3.0,3.65,12.03,0.0,43.0,1.0,-1.99,0.65,-1.26,-0.39,6.53,Quantitative,Ok,Good,0.0,0.0,1.0
David Williams,Asian,male,0.0,USA,32.0,94014,2,2.4,0.34,5.5,2.13,5.93,0.0,43.0,2.0,-0.85,0.66,-3.26,-2.77,3.73,Engineering,Ok,Bad,0.0,1.0,1.0
Steven Fielder,Caucasian,male,2.0,USA,32.0,94085,4,2.83,0.62,6.5,3.69,12.08,0.0,8.0,3.5,-0.71,1.55,-1.17,-1.32,5.4,Quantitative,Ok,Good,0.0,0.0,0.0
Carol Horabik,Caucasian,female,1.0,USA,31.0,94025,4,1.91,0.32,6.0,2.63,8.17,0.0,20.0,1.0,-1.06,2.3,-0.09,-0.45,6.4,Engineering,Ok,Bad,0.0,0.0,0.0
Margaret Stoltz,Caucasian,female,1.0,USA,31.0,94040,1,2.61,0.36,4.0,2.18,4.77,0.0,2.0,7.0,0.81,2.83,2.33,1.33,8.15,Quantitative,Ok,Good,0.0,1.0,0.0
Brad Hewlett,Other,male,2.0,USA,34.0,94040,4,3.41,0.62,7.0,4.55,15.18,0.0,3.0,6.5,2.94,2.68,2.23,1.55,8.53,Quantitative,Ok,Good,1.0,0.0,0.0
Glenn Stahl,Hispanic,male,2.0,USA,32.0,94022,4,3.85,0.26,5.5,3.84,12.84,3.0,13.0,5.0,1.12,3.33,1.55,1.49,8.96,Humanities,Very Good,Good,1.0,0.0,0.0
Karen Zohn,Asian,female,0.0,USA,28.0,94523,4,2.86,0.32,3.0,2.57,8.72,0.0,55.0,5.5,2.46,0.75,-1.9,-1.88,4.59,Quantitative,Ok,Bad,0.0,0.0,0.0
Sean Black,Hispanic,male,2.0,USA,27.0,94618,5,3.26,0.66,3.5,3.33,11.37,2.0,51.0,3.0,-0.06,2.55,-0.11,-1.09,5.37,Sciences,Ok,Good,0.0,0.0,0.0
John Vaughn,African-American,male,2.0,USA,29.0,94707,5,2.59,0.38,6.0,2.93,13.16,0.0,61.0,2.0,-1.37,1.56,-0.67,-0.17,6.83,Engineering,Very Good,Good,1.0,1.0,0.0
Margit Losey,Caucasian,female,1.0,USA,33.0,94089,2,3.13,0.2,4.5,2.89,8.32,0.0,11.0,7.0,3.29,1.3,-0.62,-0.2,6.68,Engineering,None,Bad,0.0,0.0,0.0
Wayne Jensen,Caucasian,male,0.0,USA,29.0,94556,5,2.73,0.38,6.0,2.93,11.04,0.0,65.0,2.5,-0.21,2.39,1.68,0.89,7.72,Engineering,Very Good,Good,0.0,0.0,0.0
Annette Swain,Caucasian,female,0.0,USA,33.0,94603,2,3.39,0.42,2.0,3.35,9.32,0.0,40.0,4.0,0.18,3.2,1.51,1.67,9.26,Engineering,Ok,Good,0.0,0.0,0.0
Alfred Altamirano,Caucasian,male,1.0,USA,31.0,94040,2,2.14,0.66,3.5,3.16,9.55,0.0,4.0,8.0,0.44,0.97,-2.06,-2.16,4.4,Engineering,Ok,Good,0.0,0.0,0.0
Christopher Gaskins,African-American,male,1.0,USA,29.0,94569,2,3.4,0.2,4.0,2.78,7.71,0.0,68.0,1.0,-2.3,1.78,-1.34,-1.79,4.73,Quantitative,None,Bad,0.0,0.0,0.0
Katherine Guinn,African-American,female,1.0,USA,26.0,94040,1,2.83,0.38,2.0,2.05,3.17,0.0,0.0,5.0,0.76,3.14,4.36,4.38,12.04,Quantitative,None,Bad,0.0,1.0,1.0
Judith Nicolas,Caucasian,female,0.0,USA,28.0,95476,1,2.52,0.14,3.5,1.71,3.0,0.0,90.0,2.5,1.58,0.97,-1.25,-2.58,3.24,Engineering,Ok,Good,0.0,1.0,1.0
Michael Loughmiller,Caucasian,male,2.0,USA,32.0,94402,3,3.56,0.24,7.0,3.71,11.67,0.0,28.0,3.0,-0.62,2.72,0.87,0.59,7.69,Engineering,Ok,Good,0.0,0.0,0.0
James Tatum,Caucasian,male,2.0,USA,31.0,94301,5,3.3,0.28,7.0,3.73,13.36,0.0,17.0,2.0,1.38,3.12,1.41,0.86,8.07,Engineering,Very Good,Good,1.0,0.0,0.0
Donald Martin,Caucasian,male,2.0,USA,34.0,94544,5,3.4,0.42,8.5,3.69,13.120000000000001,0.0,31.0,4.0,0.25,2.33,1.23,0.86,7.93,Engineering,Ok,Good,1.0,0.0,0.0
James Lewis,Caucasian,male,0.0,USA,38.0,94085,3,3.04,0.42,6.0,3.29,10.48,0.0,9.0,6.0,-0.74,4.42,5.23,4.36,12.12,Quantitative,None,Good,0.0,0.0,0.0
Armand Pena,Caucasian,male,2.0,USA,30.0,94564,5,3.29,0.66,7.0,4.16,13.82,0.0,62.0,0.0,-2.81,3.14,2.71,1.99,9.14,Quantitative,Very Good,Good,1.0,0.0,0.0
Helen Economou,Caucasian,female,1.0,USA,28.0,94131,3,2.78,0.34,3.0,2.08,6.0,0.0,44.0,0.0,-4.67,2.96,2.05,1.27,8.4,Engineering,None,Good,0.0,1.0,0.0
Gary Ferguson,Caucasian,male,0.0,USA,22.0,94578,1,2.9,0.32,0.0,1.9,5.81,0.0,39.0,0.5,-0.43,4.04,4.28,3.53,11.1,Quantitative,Ok,Bad,0.0,0.0,0.0
