Gender,Race,Birth Origin,Age,Sports,Avg Deals Closed,Technical Aptitude,HireVue Score,Leadership Capability,Manager's Assessment Score,Educational Prestige,Education,Soft Skills,GPA,Years of Experience,Job Tenure,Military Tenure,Avg Commute Time,Cultural Fit,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names
male,African-American,USA,22.0,Club/Intramural,7.34,0.18,-0.09,1.96,-4.948468625343921,1.4,-0.89,1.42,2.06,0.2,-3.167038746549264,0.7,83.0,-2.44,Quantitative,Ok,Bad,0.0,1.0,1.0,Marvin Wood
male,African-American,USA,24.0,Club/Intramural,8.97,1.78,2.02,2.4,1.5796851827099478,2.8,0.82,3.2,2.66,5.1,-2.5810931822126864,0.5,57.0,-1.82,Quantitative,Very Good,Good,0.0,0.0,0.0,Craig Hansen
male,African-American,USA,24.0,Club/Intramural,5.93,-1.06,-1.98,0.78,-0.2877918667505733,1.6,-0.08,2.65,2.54,2.3,0.02152363182522705,2.1,13.0,-0.38,Sciences,None,Good,0.0,0.0,1.0,Lanny Diven
male,African-American,USA,30.0,Club/Intramural,7.57,0.55,1.18,3.06,1.0494383341781943,1.8,0.48,2.82,2.59,3.1,3.4941943798382704,3.6,28.0,2.67,Engineering,Very Good,Good,0.0,0.0,0.0,Charles Ramos
male,African-American,Canada,25.0,Club/Intramural,6.87,-0.63,-2.09,1.54,-3.150023152485364,2.2,-0.57,2.22,3.09,2.0,0.48866938613616306,2.0,11.0,0.11,Quantitative,None,Good,0.0,1.0,0.0,Jorge Gardner
male,African-American,USA,36.0,Club/Intramural,6.53,-0.36,-0.47,1.2,1.5352074420115045,2.5,-0.3,4.06,3.24,7.2,1.4820619888518891,2.8,50.0,1.71,Humanities,Ok,Good,0.0,1.0,0.0,Eduardo Beck
male,African-American,USA,38.0,Club/Intramural,9.52,2.24,2.42,2.76,5.916362561338843,2.6,1.22,5.1,3.81,12.2,-1.739902724629929,1.2,24.0,-1.73,Engineering,Ok,Good,1.0,0.0,0.0,Charles May
male,African-American,USA,31.0,Club/Intramural,7.01,0.11,0.12,1.92,3.9332031190490238,1.9,1.0,3.42,2.85,2.9,2.115040540324637,3.2,25.0,1.94,Humanities,Ok,Good,1.0,0.0,0.0,Jose Contreras
male,African-American,USA,31.0,Club/Intramural,4.76,-1.83,-1.6,1.68,0.6769634582687761,1.2,0.11,3.12,2.76,6.0,1.885576181797811,3.4,35.0,1.45,Engineering,Ok,Bad,0.0,0.0,0.0,Eric Ryan
male,African-American,USA,25.0,Club/Intramural,6.78,-0.1,0.36,2.2,-0.9041605105224166,1.4,0.15,2.66,2.88,4.8,-2.272094318633645,0.4,15.0,-1.78,Quantitative,Ok,Bad,1.0,1.0,0.0,Justin Tanner
male,African-American,USA,24.0,Club/Intramural,6.4,-0.61,-0.65,2.13,2.9406658554621354,2.8,0.27,3.62,3.55,1.1,1.8035940427152568,2.9,31.0,1.82,Engineering,None,Good,1.0,0.0,0.0,Phillip Farrell
male,African-American,USA,25.0,Club/Intramural,9.67,2.39,2.48,2.47,0.6465000096875798,2.9,0.41,3.18,3.48,4.1,-3.9795641987841295,0.2,52.0,-3.58,Quantitative,None,Good,0.0,0.0,0.0,James Houston
male,African-American,Australia,36.0,Club/Intramural,5.34,-1.19,-0.52,1.57,1.1526173748424868,2.7,0.23,3.56,2.96,6.4,0.4158238426105082,2.2,22.0,0.25,Engineering,Very Good,Good,1.0,0.0,0.0,Steven Sandoval
male,African-American,USA,25.0,Club/Intramural,11.22,3.28,3.45,4.18,0.015489410569270728,1.7,-0.59,3.29,3.55,3.4,0.8030858817239395,2.5,44.0,0.74,Engineering,Ok,Bad,0.0,1.0,0.0,John Costa
male,African-American,USA,30.0,Club/Intramural,6.21,-0.78,-0.59,2.14,0.9465452485242398,2.7,0.2,3.44,2.8,5.7,1.3881949727998928,2.7,37.0,1.56,Engineering,Ok,Good,0.0,0.0,0.0,Angel Ashley
male,African-American,USA,35.0,Club/Intramural,5.27,-1.48,-2.11,0.56,2.7580382507680783,2.3,0.83,3.65,2.65,7.0,2.5344935252444842,3.3,2.0,2.23,Engineering,Ok,Good,1.0,0.0,0.0,Myron Babineaux
male,African-American,USA,35.0,Club/Intramural,6.84,-0.11,-0.55,1.41,-0.23449902995261598,2.3,-0.03,2.96,3.43,3.1,2.1941582019736106,2.7,4.0,1.86,Engineering,None,Good,0.0,0.0,0.0,Brian Wheat
male,African-American,USA,29.0,Club/Intramural,5.79,-0.85,-0.01,2.16,-2.5476075159656726,1.5,-0.37,2.41,2.78,4.5,1.8376718106677605,2.9,33.0,1.71,Quantitative,Ok,Bad,0.0,1.0,0.0,William Meeks
male,African-American,USA,37.0,None,6.71,-0.67,-1.95,1.59,7.588002894773257,3.1,1.42,5.47,3.37,11.9,2.8447892248486304,3.4,22.0,2.03,Sciences,Very Good,Good,1.0,0.0,0.0,Daniel Maness
male,African-American,USA,31.0,Club/Intramural,8.47,1.23,2.05,3.76,0.9678202421074632,1.8,0.85,2.78,2.81,4.2,-0.1257762874231697,2.1,37.0,0.04,Engineering,Ok,Good,0.0,0.0,0.0,Frank Foley
male,African-American,USA,27.0,Club/Intramural,7.59,0.6,1.64,3.24,-2.0247426230355834,0.3,0.02,2.19,2.51,5.5,-4.239419493768772,0.0,50.0,-3.46,Quantitative,None,Good,0.0,1.0,0.0,Ian Moore
male,African-American,USA,21.0,Club/Intramural,6.92,-0.07,-0.47,1.21,-0.9365914713097317,2.6,-0.01,2.95,3.33,4.8,-5.468644378904476,0.0,38.0,-4.77,Humanities,None,Bad,0.0,0.0,0.0,Waylon Maldonado
male,African-American,USA,33.0,Club/Intramural,1.89,-4.01,-3.88,0.0,1.0725737157097164,2.4,-0.06,3.44,3.59,3.7,1.999265926601051,3.3,49.0,1.78,Engineering,Ok,Good,0.0,0.0,0.0,Mark Linn
male,African-American,USA,30.0,None,10.3,2.63,2.21,3.17,3.407955584650732,0.5,1.05,3.4,3.07,6.2,-1.2555519052387298,1.1,2.0,-1.3,Sciences,None,Good,1.0,1.0,0.0,Steven Pierce
male,African-American,USA,29.0,Club/Intramural,8.42,1.35,1.46,2.06,1.3626414112042873,2.2,0.54,3.33,3.13,5.6,0.6624432458955277,2.6,37.0,0.53,Sciences,Ok,Bad,1.0,0.0,0.0,Frederick Berardi
male,African-American,USA,28.0,Club/Intramural,10.3,2.52,1.44,2.12,2.054780697132347,2.3,1.19,2.9,3.13,2.8,3.382578583811756,3.6,4.0,2.79,Quantitative,None,Good,0.0,0.0,0.0,Jeffrey Gross
male,African-American,USA,36.0,Club/Intramural,4.82,-1.78,-1.96,0.94,1.4662250762280837,2.1,-0.12,3.89,3.64,6.4,3.807260897679806,4.0,19.0,3.42,Engineering,Very Good,Good,0.0,0.0,0.0,Don Poirier
male,African-American,USA,27.0,Club/Intramural,7.93,0.39,-0.72,2.13,2.293239516121606,1.3,0.24,3.43,3.66,2.8,0.5568820681809923,2.3,57.0,0.7,Quantitative,None,Good,0.0,1.0,0.0,Ruben Burns
male,African-American,USA,34.0,Club/Intramural,6.54,-0.6,-0.92,2.09,2.3837460032143416,1.2,-0.15,3.89,3.94,5.2,-0.8662458943320331,1.7,14.0,-1.0,Engineering,Ok,Good,1.0,0.0,0.0,Lyle Gardiner
male,African-American,USA,30.0,Club/Intramural,9.31,1.83,1.55,2.57,-1.0805797745664374,2.3,0.6,2.15,2.47,2.4,2.0369605278929184,2.9,18.0,1.87,Engineering,Very Good,Bad,0.0,0.0,0.0,Raymond Hoang
male,African-American,USA,26.0,Club/Intramural,4.74,-1.75,-2.39,0.0,-0.7732478327899382,2.5,0.57,2.55,2.69,4.7,0.5761818687096698,2.4,53.0,0.61,Engineering,Ok,Good,1.0,0.0,0.0,John Vanduzer
male,African-American,USA,35.0,Club/Intramural,8.63,1.33,1.41,2.68,-1.2663401862757397,2.1,-0.45,2.92,2.54,5.6,3.3626784198107176,3.8,20.0,2.71,Engineering,Ok,Bad,0.0,0.0,0.0,James Narron
male,African-American,USA,27.0,Club/Intramural,7.56,0.53,0.39,1.47,1.0916768402407186,2.4,0.07,3.64,3.72,5.4,-1.2619573548400778,1.2,54.0,-0.92,Humanities,Ok,Good,0.0,0.0,0.0,Tracy Neal
male,African-American,USA,35.0,Club/Intramural,8.45,0.88,0.34,2.8,0.6008922448481308,2.6,0.56,3.01,2.51,5.1,6.00294764078618,4.8,2.0,5.31,Quantitative,None,Good,0.0,0.0,0.0,Alfred Snyder
male,African-American,USA,29.0,Club/Intramural,10.93,3.45,3.67,2.89,1.0154749525697322,2.1,-0.55,3.58,3.67,2.4,-0.8142390868862827,1.7,33.0,-0.76,Engineering,None,Good,0.0,0.0,0.0,James Garrett
male,African-American,USA,28.0,Club/Intramural,3.35,-3.34,-3.82,0.97,-2.2903855297941456,2.4,-0.73,2.58,2.67,2.3,-0.43651012710497233,2.0,45.0,-0.29,Engineering,None,Bad,0.0,1.0,0.0,Steven Cocola
male,African-American,USA,26.0,Club/Intramural,6.63,0.08,1.1,2.22,-2.3469496741135876,1.7,0.35,1.87,2.77,2.2,-0.7540832516280505,1.6,58.0,-0.4,Engineering,None,Good,0.0,1.0,0.0,Alvin Marcella
male,African-American,USA,19.0,None,7.07,0.21,0.88,2.63,-1.1767928609368588,0.0,-0.15,2.49,2.71,5.1,-5.304897464908135,0.0,66.0,-4.41,Sciences,None,Bad,0.0,0.0,0.0,Albert Shellhammer
male,African-American,USA,36.0,Club/Intramural,4.88,-1.47,-0.61,1.25,5.385064163144219,2.8,1.49,4.13,2.92,7.2,0.014417276796639462,1.9,5.0,-0.29,Engineering,Very Good,Good,1.0,0.0,0.0,Christopher Gallagher
male,African-American,USA,25.0,Club/Intramural,6.54,-0.24,0.07,2.06,0.530466520815213,2.4,0.34,3.19,3.11,5.1,-1.373442747619788,1.4,27.0,-1.3,Engineering,Very Good,Good,0.0,0.0,1.0,Luciano Homer
male,African-American,USA,31.0,Club/Intramural,6.6,-0.55,-1.13,1.8,0.48812239910868294,2.4,0.35,3.14,3.52,4.6,-0.4012465107582236,1.9,52.0,-0.18,Humanities,None,Good,1.0,0.0,0.0,Jose Rados
male,African-American,USA,25.0,Club/Intramural,8.65,1.59,1.99,2.18,-3.540892284224514,1.7,-0.58,1.66,1.93,-0.3,-0.4669686242010947,1.4,12.0,-0.57,Engineering,Ok,Good,0.0,1.0,1.0,Brian Hamlin
male,African-American,USA,32.0,NCAA,7.82,0.57,0.25,2.21,0.020023669967554763,1.7,-0.05,3.03,2.51,5.6,1.4618672850613608,2.3,7.0,1.46,Quantitative,Ok,Bad,0.0,0.0,0.0,Bruce Shanahan
male,African-American,USA,24.0,Club/Intramural,5.78,-1.03,-1.34,1.26,-0.421096801763955,1.1,0.43,2.35,2.34,3.5,-0.4532706148730823,1.7,26.0,-0.45,Engineering,Ok,Bad,0.0,0.0,0.0,Brandon Christie
male,African-American,USA,33.0,Club/Intramural,6.33,-0.96,-2.38,0.75,2.275718610054829,1.8,0.3,3.52,3.38,4.2,1.271646551652353,2.8,19.0,1.09,Engineering,Very Good,Good,0.0,1.0,0.0,Paul Abbott
male,African-American,USA,32.0,Club/Intramural,6.9,0.27,1.33,2.28,-1.0069070736663408,0.9,0.1,2.61,2.31,5.9,-0.024460774087495068,2.1,10.0,-0.12,Quantitative,None,Good,0.0,0.0,0.0,Paul Bryant
male,African-American,USA,28.0,NCAA,9.08,1.49,1.4,3.19,1.410509885937731,0.7,0.9,2.78,3.02,5.0,0.2574147160982903,2.1,61.0,0.6,Quantitative,Ok,Good,1.0,0.0,0.0,Lance Norcross
male,African-American,USA,27.0,Club/Intramural,5.56,-1.38,-2.11,1.02,-1.688389492245054,2.2,-1.47,3.16,2.46,3.2,0.2978287764651594,2.2,43.0,0.41,Engineering,None,Bad,0.0,0.0,0.0,William Newland
male,African-American,USA,29.0,Club/Intramural,7.93,1.14,2.25,3.0,-2.150878687933579,3.4,-0.3,2.54,2.67,2.1,3.0820214091619778,3.8,40.0,2.7,Quantitative,Ok,Bad,0.0,0.0,0.0,Gerald Matta
male,African-American,USA,29.0,Club/Intramural,3.84,-2.86,-3.53,0.84,-5.003176187018884,1.2,-1.37,1.7,2.44,0.1,3.9708313153227413,4.1,47.0,3.72,Engineering,Ok,Bad,0.0,1.0,1.0,Billy Veltman
male,African-American,Australia,31.0,Club/Intramural,7.34,0.3,0.16,1.92,0.1602896297456752,1.1,-0.2,3.3,3.25,6.8,0.9634781541396465,2.5,45.0,0.82,Engineering,Ok,Bad,0.0,1.0,0.0,Frank Sullivan
male,African-American,USA,33.0,Club/Intramural,3.41,-3.05,-3.48,0.68,4.32802966958818,2.3,1.03,4.41,3.66,9.7,-0.5906963132166323,2.1,22.0,-0.84,Quantitative,Very Good,Good,1.0,0.0,0.0,Marcus Wehner
male,African-American,USA,23.0,Club/Intramural,7.78,0.41,0.22,2.73,-1.4020252635023729,2.4,-1.09,2.71,2.79,-1.5,-0.9385448371293146,1.6,40.0,-0.71,Sciences,None,Bad,0.0,0.0,0.0,Robert Murelli
male,African-American,USA,35.0,Club/Intramural,8.17,0.52,-0.7,2.11,0.3518254432488948,3.1,0.67,2.94,2.91,3.9,6.2503880526775495,5.1,42.0,4.99,Engineering,None,Good,0.0,0.0,0.0,Jose Garcia
male,African-American,USA,25.0,Club/Intramural,1.15,-4.67,-4.85,0.0,1.5433992584294116,2.8,0.81,3.17,2.42,5.3,-2.7787651221801584,0.4,24.0,-2.6,Engineering,Ok,Bad,0.0,0.0,0.0,Don Russo
male,African-American,USA,37.0,Club/Intramural,6.39,-0.61,-1.3,1.31,2.8790338694739224,2.6,0.62,3.78,3.36,5.2,1.826469153271781,2.7,5.0,1.5,Quantitative,Ok,Good,0.0,0.0,0.0,Paul Lee
male,African-American,USA,28.0,Club/Intramural,9.26,1.93,1.53,2.32,-1.5389471991970116,0.9,-0.99,2.95,2.8,4.8,-1.8787750614194836,1.1,5.0,-2.37,Engineering,Very Good,Bad,0.0,0.0,0.0,Samuel Kress
male,African-American,USA,30.0,Club/Intramural,9.35,1.76,1.97,3.43,-3.8647040673635797,1.3,-0.45,1.9,3.02,2.9,4.547825655695285,4.5,30.0,4.01,Engineering,None,Good,0.0,1.0,1.0,William Landeros
male,African-American,USA,25.0,None,5.55,-1.06,-0.51,1.83,1.5618107035401991,2.5,-0.01,3.35,2.64,3.0,0.5025301358982164,2.2,53.0,0.82,Engineering,None,Good,0.0,0.0,0.0,Harold Staggs
male,African-American,USA,22.0,Club/Intramural,7.9,0.45,-0.55,1.75,1.0477659794196026,1.8,0.01,3.34,2.72,4.2,-3.0198045573571686,0.4,8.0,-2.89,Sciences,None,Bad,0.0,1.0,0.0,Leo Spears
male,African-American,USA,26.0,Club/Intramural,5.39,-1.43,-1.12,2.02,8.11024586782342,4.8,1.15,5.45,3.52,6.0,-0.6382162460231809,1.6,14.0,-0.7,Quantitative,Ok,Good,1.0,0.0,0.0,John Meza
male,African-American,USA,32.0,Club/Intramural,4.82,-1.44,-1.06,0.96,2.6160595417958943,1.5,1.17,3.22,2.94,6.3,-0.9755690577393626,1.3,8.0,-1.07,Humanities,Very Good,Good,1.0,0.0,0.0,Anthony Renken
male,African-American,USA,24.0,Club/Intramural,5.15,-1.53,-1.26,1.9,-2.127007891760166,1.4,0.27,1.71,2.95,0.4,-3.531916117141618,0.0,23.0,-2.98,Engineering,None,Good,0.0,1.0,0.0,Eric Kanady
male,African-American,USA,28.0,Club/Intramural,10.72,2.95,2.64,3.18,-3.3544335418643816,2.9,-0.75,1.96,2.61,-1.5,4.366474246294385,4.4,15.0,3.46,Humanities,Very Good,Bad,1.0,1.0,1.0,Bobby Cote
male,African-American,USA,34.0,Club/Intramural,5.0,-1.47,-0.72,2.01,2.1248077277576827,2.8,1.32,3.31,2.81,7.1,1.1088295342658674,2.3,22.0,0.6,Engineering,Very Good,Good,1.0,0.0,0.0,Shawn Brereton
male,African-American,USA,32.0,Club/Intramural,11.5,3.65,3.8,4.17,-2.406652224568555,1.9,-0.7,2.51,2.5,2.7,3.460303060479441,3.9,11.0,3.06,Humanities,None,Good,0.0,1.0,0.0,Freddie Stephenson
male,African-American,USA,29.0,None,6.99,-0.08,-0.28,1.9,-3.490929950717426,2.0,-0.93,2.47,3.11,3.9,3.938306429437424,3.9,0.0,3.41,Quantitative,Ok,Bad,0.0,1.0,1.0,Willie Wilhoite
male,African-American,USA,25.0,Club/Intramural,7.7,0.47,0.14,2.04,-0.5156398769175959,2.6,0.14,2.82,2.11,4.5,-0.5172530537456173,1.7,42.0,-0.42,Engineering,None,Good,0.0,0.0,0.0,Dustin Grabau
male,African-American,USA,38.0,Club/Intramural,7.68,0.72,1.09,2.1,5.565520768527402,1.7,1.29,4.74,4.2,10.9,-1.0456765538280224,1.4,60.0,-0.67,Engineering,Very Good,Good,1.0,0.0,0.0,Brian Byrne
male,African-American,USA,22.0,Club/Intramural,7.6,0.65,0.97,2.01,-1.0365287438250654,2.0,-0.41,2.83,2.73,3.5,-4.022888363423611,0.0,37.0,-3.7,Quantitative,None,Good,0.0,1.0,0.0,Roger Nelson
male,African-American,USA,28.0,Club/Intramural,6.09,-0.94,-0.96,2.12,0.7844170813450545,0.8,0.42,2.59,3.35,1.6,1.5820690754584976,2.8,39.0,1.62,Engineering,Ok,Good,0.0,0.0,0.0,Brandon Mendez
male,African-American,USA,25.0,Club/Intramural,4.23,-2.09,-1.46,1.4,2.2386713795735065,2.0,0.8,3.65,3.56,7.6,-2.576187863348308,0.6,32.0,-2.14,Quantitative,Ok,Good,0.0,0.0,0.0,Enrique Mullins
male,African-American,USA,36.0,Club/Intramural,8.75,1.51,2.06,3.04,-2.7732170475433833,1.6,-0.41,2.13,2.44,2.7,5.099047406766313,4.8,13.0,4.02,Quantitative,None,Bad,0.0,0.0,0.0,Ernesto Ramos
male,African-American,USA,30.0,Club/Intramural,7.64,0.71,1.0,2.07,1.3333113376529178,0.7,0.04,3.23,3.14,5.1,-0.4475916464549487,1.3,12.0,-0.25,Sciences,Very Good,Good,1.0,0.0,0.0,Brian Rutledge
male,African-American,Australia,27.0,Club/Intramural,5.28,-1.73,-2.65,0.88,2.2402907163811294,3.4,0.6,3.64,2.91,5.1,0.01254551901504963,1.6,6.0,0.19,Quantitative,Ok,Good,0.0,1.0,0.0,Joshua Block
male,African-American,USA,31.0,Club/Intramural,6.62,-0.45,-1.01,1.09,1.0268695551785847,1.5,0.3,3.21,2.84,6.2,-1.049487391659677,1.5,37.0,-0.87,Engineering,Ok,Good,0.0,0.0,0.0,Milton Sevy
male,African-American,USA,27.0,Club/Intramural,8.94,1.25,0.75,3.05,-2.6122593714888658,2.3,0.27,2.02,2.71,3.3,-0.5397665412755718,1.8,35.0,-0.33,Engineering,Ok,Bad,0.0,0.0,0.0,Jason Martinez
male,African-American,USA,25.0,Club/Intramural,8.97,1.67,1.95,3.12,1.5362537494036128,0.9,-0.76,3.83,2.58,5.6,-2.4237983683968745,0.8,68.0,-1.92,Engineering,Very Good,Good,0.0,1.0,0.0,Alvaro Lewis
male,African-American,USA,23.0,Club/Intramural,8.74,1.04,0.48,3.24,1.1615859187638433,2.2,-0.58,3.48,3.36,1.2,-1.5609503018562818,1.2,38.0,-1.49,Engineering,Very Good,Good,0.0,0.0,0.0,Lawrence Cooper
male,African-American,Australia,26.0,Club/Intramural,8.14,0.97,1.26,2.96,-2.1238443161628164,1.7,0.69,1.85,2.03,4.5,-0.33475839407278324,1.9,58.0,-0.1,Humanities,Ok,Good,1.0,0.0,0.0,Kevin Callaway
male,African-American,USA,21.0,Club/Intramural,5.02,-1.66,-1.9,1.4,-1.6701216289697416,1.3,-0.56,2.46,3.12,1.7,-1.5296334255423347,1.5,48.0,-1.52,Engineering,None,Bad,0.0,0.0,0.0,Douglas Carlson
male,African-American,USA,41.0,Club/Intramural,3.51,-2.97,-3.59,0.1,9.35671581997751,4.5,2.52,5.09,4.12,5.7,5.367702322092216,4.6,13.0,4.7,Sciences,Very Good,Good,1.0,0.0,1.0,Elmo Mahoney
male,African-American,USA,26.0,None,5.39,-1.4,-1.59,1.52,-3.438851761811718,1.0,-0.53,2.49,3.58,6.3,-2.1558693675523752,1.0,64.0,-1.76,Engineering,Ok,Good,0.0,0.0,1.0,Duane Deloatch
male,African-American,USA,30.0,NCAA,6.29,-0.4,0.9,2.82,1.571197397210927,2.0,0.17,3.41,2.76,5.0,-0.3182235739226379,1.8,65.0,0.02,Quantitative,Ok,Good,0.0,0.0,0.0,George Palmer
male,African-American,USA,34.0,Club/Intramural,4.08,-2.44,-2.21,1.4,-1.5702927378129874,0.4,-0.55,2.37,2.94,2.4,2.716483556377413,3.3,21.0,1.99,Sciences,Ok,Bad,0.0,0.0,0.0,Jonathon Polson
male,African-American,USA,26.0,Club/Intramural,10.04,2.27,2.15,3.59,0.8327730186334947,1.6,0.3,3.25,2.93,6.5,-3.799405505681856,0.0,46.0,-3.32,Quantitative,Ok,Good,0.0,0.0,0.0,Steven Clark
male,African-American,USA,26.0,Club/Intramural,12.97,4.79,4.21,4.0,0.8880474258250127,2.5,-0.64,3.51,3.82,0.7,2.796847665938784,3.5,4.0,2.32,Engineering,Very Good,Good,0.0,0.0,0.0,Mack Ellis
male,African-American,USA,35.0,Club/Intramural,2.69,-3.3,-2.62,0.58,4.652930169010676,4.0,1.05,4.26,3.31,5.2,1.1244804392130103,2.6,9.0,0.85,Engineering,Very Good,Good,1.0,0.0,0.0,John Murray
male,African-American,USA,23.0,Club/Intramural,7.4,0.66,0.73,1.5,0.8988283614765741,0.3,0.59,2.66,3.05,3.8,-2.8696569690528984,0.5,39.0,-2.65,Quantitative,Ok,Good,0.0,0.0,0.0,Ervin Wolff
male,African-American,USA,28.0,Club/Intramural,4.33,-2.33,-2.05,1.86,-1.8016509371234017,1.4,-0.38,2.73,3.11,5.3,-1.9189590076236696,1.2,55.0,-1.81,Humanities,None,Bad,0.0,0.0,0.0,John Aho
male,African-American,USA,29.0,Club/Intramural,3.88,-2.6,-3.09,0.16,-0.7305485737890847,1.8,-0.1,2.62,2.29,3.1,0.5277720504338685,2.2,19.0,0.33,Quantitative,None,Good,0.0,0.0,0.0,William Taylor
male,African-American,Australia,29.0,Club/Intramural,6.83,0.07,1.14,2.73,-0.6678209290991127,2.2,-0.33,2.91,3.1,2.6,-0.168297600718627,1.9,20.0,-0.36,Engineering,None,Good,0.0,0.0,0.0,Clifford Jones
male,African-American,USA,30.0,Club/Intramural,5.32,-1.21,-1.09,1.01,-6.728076890083254,0.5,-0.37,0.92,2.27,4.6,1.4919736809039474,2.5,3.0,1.22,Engineering,Ok,Good,0.0,0.0,1.0,John Brady
male,African-American,Australia,28.0,Club/Intramural,3.64,-2.73,-2.36,1.27,-8.213401979830337,-0.4,-1.41,0.32,1.49,-0.3,-0.8979960242805475,1.6,31.0,-0.83,Engineering,None,Good,0.0,0.0,1.0,Patrick Blackshear
male,African-American,USA,30.0,Club/Intramural,5.06,-1.39,-0.81,1.44,7.131963746317654,1.9,1.13,5.09,4.09,8.9,-3.1088660113688054,0.8,82.0,-2.67,Engineering,Ok,Good,1.0,0.0,0.0,Joey Johnson
male,African-American,Canada,29.0,Club/Intramural,7.89,0.74,0.92,2.16,-4.315127449135564,1.9,-0.9,1.76,3.01,-0.7,5.028990382638857,4.7,21.0,4.35,Engineering,Ok,Good,0.0,0.0,1.0,David Hillebrand
male,African-American,USA,31.0,None,6.19,-0.53,-0.68,1.09,3.5751488046634123,2.1,0.58,4.01,3.67,5.3,0.02948302016229033,1.9,11.0,-0.28,Humanities,Very Good,Good,1.0,0.0,0.0,Emile Walton
male,African-American,USA,29.0,Club/Intramural,5.56,-1.12,-1.23,0.8,1.024248714754326,1.8,0.24,3.24,2.84,5.4,1.9528038119144313,3.0,14.0,1.75,Engineering,Ok,Good,0.0,0.0,0.0,William Coffman
male,African-American,USA,28.0,Club/Intramural,7.37,0.22,-0.3,1.54,3.777974051530168,4.2,0.74,4.2,3.44,5.3,-1.585877782215571,1.1,4.0,-1.76,Engineering,Ok,Good,1.0,0.0,0.0,Lionel Denney
male,African-American,USA,29.0,Club/Intramural,9.71,2.33,2.3,2.63,-2.8420730132995806,4.1,-0.64,2.36,2.18,0.5,0.48956382375289986,2.4,34.0,0.39,Engineering,Ok,Good,0.0,0.0,0.0,Lloyd Chandler
male,African-American,USA,27.0,None,4.91,-1.77,-1.88,1.24,-1.0966280470862617,-0.4,0.35,2.14,2.74,5.3,-2.0151350109993635,1.1,64.0,-1.67,Quantitative,None,Good,0.0,0.0,0.0,Albert Neese
male,African-American,USA,25.0,Club/Intramural,4.74,-2.19,-2.55,1.52,0.42954330878941493,0.8,-0.69,3.31,2.91,3.8,0.5525985905179625,2.2,30.0,0.42,Engineering,Ok,Good,0.0,0.0,0.0,James Ely
male,African-American,USA,29.0,None,6.08,-0.8,-1.7,0.45,-3.2690800472747243,2.9,-0.93,2.34,2.69,0.8,1.6717835718750211,2.7,36.0,1.54,Quantitative,Ok,Good,0.0,0.0,0.0,Daniel Moorehouse
male,African-American,USA,29.0,Club/Intramural,7.06,-0.11,-0.56,1.82,0.6321085993015733,1.9,0.57,3.0,3.0,5.4,-1.9667856608442233,1.1,44.0,-1.71,Engineering,Very Good,Good,0.0,0.0,0.0,Mark Freeman
male,African-American,USA,27.0,Club/Intramural,7.75,0.55,0.15,2.14,-1.4240674908773292,2.7,-0.22,2.97,3.14,5.6,0.404778302972487,2.3,20.0,0.15,Engineering,Ok,Good,1.0,0.0,0.0,Jody Denby
male,African-American,USA,23.0,NCAA,8.32,1.16,1.19,2.22,-2.9150666739344193,2.8,-1.06,2.55,2.39,1.6,-0.2899415587600213,1.6,19.0,-0.17,Sciences,Ok,Bad,0.0,0.0,0.0,Brian Villiard
male,African-American,USA,24.0,Club/Intramural,8.6,1.57,2.66,3.18,-5.423768592124702,0.7,-1.15,1.38,3.07,-0.8,-1.0165403769993886,1.4,56.0,-0.74,Engineering,Ok,Good,0.0,0.0,1.0,Frankie Smith
male,African-American,USA,25.0,Club/Intramural,4.51,-2.13,-3.02,0.0,-2.8179170992422016,2.3,-0.74,2.19,3.08,-0.7,-0.4974360054195399,2.0,36.0,-0.48,Engineering,None,Good,0.0,0.0,0.0,Barry Morgon
male,African-American,USA,27.0,Club/Intramural,1.7,-4.14,-4.28,0.0,2.086658435409181,2.7,0.45,3.63,3.93,4.6,-1.6816574951038457,1.4,54.0,-1.17,Quantitative,Ok,Good,0.0,1.0,0.0,Tyson Allen
male,African-American,USA,28.0,None,11.24,3.15,2.81,4.1,-2.1760719902844534,2.2,-0.26,2.55,2.71,5.1,-1.4538001771057862,1.2,22.0,-1.45,Engineering,None,Bad,0.0,0.0,0.0,Christopher Adams
male,African-American,USA,30.0,Club/Intramural,7.84,0.66,0.45,2.02,-2.1167172176160975,1.6,-0.42,2.29,2.68,1.7,0.8439551312556559,2.7,61.0,0.67,Engineering,Ok,Bad,0.0,0.0,0.0,Lonnie Brown
male,African-American,USA,34.0,Club/Intramural,7.34,0.19,0.88,3.31,-1.0047115599052123,1.3,-0.66,3.12,3.29,4.9,2.8057937294383333,3.3,5.0,2.37,Quantitative,Ok,Good,0.0,0.0,0.0,William Smith
male,African-American,USA,27.0,Club/Intramural,0.0,-6.17,-6.41,0.0,-0.9279175044420852,3.2,-0.57,2.86,3.05,-0.1,4.209058132341575,4.2,33.0,3.77,Engineering,Ok,Bad,0.0,0.0,0.0,Donald Richardson
male,African-American,USA,29.0,Club/Intramural,6.74,-0.49,-1.05,2.08,2.7125212109599417,1.5,0.86,3.41,2.89,6.2,-1.2303415862841138,1.2,42.0,-0.82,Quantitative,Very Good,Good,1.0,0.0,0.0,Spencer Baker
